               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 102,            0.021152,            0.013717,            0.048708,             0.65076,             0.61902,             0.68933,              0.5291,            0.011728,           0.0048778,            0.021808,           0.0024858,           0.0024858,           0.0024858
                 103,            0.020001,            0.013524,             0.04771,             0.65189,             0.62046,             0.69071,             0.53012,            0.011721,           0.0048756,            0.021732,           0.0023977,           0.0023977,           0.0023977
                 104,            0.020811,            0.013582,            0.049233,             0.65265,             0.62155,             0.69207,             0.53112,            0.011713,           0.0048732,            0.021656,           0.0023107,           0.0023107,           0.0023107
                 105,            0.020316,            0.013576,            0.048119,              0.6535,             0.62355,             0.69349,              0.5325,            0.011705,           0.0048707,            0.021579,            0.002225,            0.002225,            0.002225
                 106,            0.019931,            0.013582,            0.048188,             0.65387,             0.62499,             0.69481,             0.53362,            0.011698,           0.0048682,            0.021502,           0.0021405,           0.0021405,           0.0021405
                 107,            0.020322,            0.013523,            0.048156,             0.65431,             0.62622,             0.69612,              0.5347,            0.011688,            0.004866,            0.021429,           0.0020572,           0.0020572,           0.0020572
                 108,            0.020176,             0.01362,            0.047324,             0.65514,             0.62751,             0.69754,             0.53601,             0.01168,           0.0048636,            0.021353,           0.0019753,           0.0019753,           0.0019753
                 109,            0.019625,            0.013573,            0.047532,             0.65788,             0.62779,             0.69884,             0.53727,            0.011672,           0.0048612,            0.021279,           0.0018948,           0.0018948,           0.0018948
                 110,            0.020179,             0.01347,            0.046677,             0.65813,             0.62845,             0.70009,              0.5383,            0.011665,           0.0048591,            0.021205,           0.0018156,           0.0018156,           0.0018156
                 111,            0.019588,            0.013533,            0.046516,             0.66016,             0.62792,             0.70139,             0.53941,            0.011657,           0.0048567,            0.021131,           0.0017378,           0.0017378,           0.0017378
                 112,            0.020137,            0.013512,            0.045934,             0.66076,              0.6292,             0.70271,             0.54049,            0.011649,           0.0048543,            0.021056,           0.0016615,           0.0016615,           0.0016615
                 113,            0.019258,            0.013345,             0.04624,             0.66172,             0.63061,             0.70395,             0.54159,            0.011642,           0.0048522,            0.020982,           0.0015867,           0.0015867,           0.0015867
                 114,            0.019015,            0.013488,            0.046487,             0.66317,              0.6302,             0.70525,             0.54279,            0.011634,           0.0048501,            0.020907,           0.0015134,           0.0015134,           0.0015134
                 115,            0.019471,            0.013458,            0.046421,             0.66076,             0.63367,             0.70659,             0.54399,            0.011627,            0.004848,            0.020832,           0.0014416,           0.0014416,           0.0014416
                 116,              0.0189,            0.013472,            0.045964,             0.66315,             0.63366,             0.70777,              0.5451,            0.011619,           0.0048459,             0.02076,           0.0013714,           0.0013714,           0.0013714
                 117,            0.019239,            0.013337,            0.045607,             0.66523,             0.63321,             0.70887,             0.54602,            0.011611,           0.0048439,            0.020689,           0.0013029,           0.0013029,           0.0013029
                 118,            0.018999,            0.013415,             0.04634,             0.66628,             0.63492,             0.71008,             0.54712,            0.011602,           0.0048414,            0.020615,            0.001236,            0.001236,            0.001236
