               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  93,            0.019485,            0.011586,            0.039675,             0.81674,             0.78602,             0.87224,             0.75156,           0.0087563,           0.0036202,             0.01195,           0.0033246,           0.0033246,           0.0033246
                  94,            0.019068,            0.011694,            0.039278,             0.81846,             0.78692,             0.87364,             0.75283,           0.0087411,           0.0036164,            0.011858,           0.0032278,           0.0032278,           0.0032278
                  95,            0.018973,            0.011666,            0.039412,             0.81873,             0.78903,             0.87502,             0.75429,           0.0087278,           0.0036126,            0.011766,           0.0031318,           0.0031318,           0.0031318
                  96,            0.018989,            0.011638,            0.039044,             0.81976,             0.79183,             0.87637,             0.75571,           0.0087162,            0.003609,            0.011675,           0.0030367,           0.0030367,           0.0030367
                  97,            0.018602,            0.011663,            0.038801,             0.82202,             0.79255,             0.87767,             0.75704,            0.008702,           0.0036053,            0.011586,           0.0029424,           0.0029424,           0.0029424
                  98,            0.018502,            0.011599,            0.038218,             0.82301,             0.79453,             0.87902,             0.75857,           0.0086874,           0.0036018,            0.011502,           0.0028491,           0.0028491,           0.0028491
                  99,            0.018418,            0.011594,            0.038072,             0.82548,             0.79488,             0.88036,              0.7597,           0.0086757,           0.0035984,            0.011414,           0.0027567,           0.0027567,           0.0027567
                 100,            0.018278,            0.011495,            0.038469,             0.82768,             0.79478,              0.8816,             0.76102,           0.0086649,           0.0035948,             0.01133,           0.0026653,           0.0026653,           0.0026653
                 101,            0.018003,            0.011544,            0.037817,             0.82795,             0.79631,             0.88281,             0.76222,           0.0086554,           0.0035912,            0.011246,            0.002575,            0.002575,            0.002575
                 102,            0.018065,            0.011575,            0.037399,             0.82922,             0.79792,             0.88407,              0.7636,           0.0086427,           0.0035878,            0.011163,           0.0024858,           0.0024858,           0.0024858
                 103,            0.018134,            0.011467,            0.037468,             0.82881,             0.80016,             0.88527,             0.76482,           0.0086341,           0.0035841,            0.011083,           0.0023977,           0.0023977,           0.0023977
                 104,            0.017734,            0.011394,            0.037794,             0.82982,             0.80218,             0.88644,             0.76611,           0.0086243,           0.0035808,            0.011004,           0.0023107,           0.0023107,           0.0023107
                 105,            0.018101,            0.011552,            0.036473,             0.83071,              0.8038,             0.88763,             0.76752,           0.0086157,           0.0035772,            0.010926,            0.002225,            0.002225,            0.002225
                 106,            0.017717,            0.011392,            0.036918,             0.83219,             0.80465,             0.88883,             0.76863,           0.0086059,           0.0035737,             0.01085,           0.0021405,           0.0021405,           0.0021405
                 107,             0.01751,            0.011456,            0.036739,             0.83444,             0.80512,             0.89001,             0.77012,           0.0085947,           0.0035705,            0.010774,           0.0020572,           0.0020572,           0.0020572
                 108,            0.017968,            0.011348,            0.036708,             0.83555,             0.80575,             0.89114,              0.7713,           0.0085876,            0.003567,            0.010699,           0.0019753,           0.0019753,           0.0019753
                 109,            0.017434,             0.01136,            0.035909,             0.83757,             0.80661,             0.89224,             0.77237,           0.0085769,           0.0035636,            0.010624,           0.0018948,           0.0018948,           0.0018948
                 110,            0.017366,            0.011294,            0.036277,             0.83844,             0.80788,             0.89346,             0.77352,           0.0085658,           0.0035602,             0.01055,           0.0018156,           0.0018156,           0.0018156
                 111,            0.016871,            0.011322,            0.035248,             0.83842,              0.8095,             0.89459,             0.77445,           0.0085556,            0.003557,            0.010475,           0.0017378,           0.0017378,           0.0017378
                 112,            0.017006,            0.011381,            0.035616,             0.83968,             0.81106,             0.89559,             0.77537,           0.0085453,           0.0035535,            0.010405,           0.0016615,           0.0016615,           0.0016615
                 113,            0.017047,            0.011377,            0.035733,             0.84104,             0.81262,             0.89668,             0.77655,           0.0085356,           0.0035502,            0.010333,           0.0015867,           0.0015867,           0.0015867
                 114,            0.017022,            0.011287,            0.035241,             0.84274,             0.81238,             0.89779,             0.77786,           0.0085249,           0.0035469,             0.01026,           0.0015134,           0.0015134,           0.0015134
                 115,            0.016761,            0.011336,            0.036034,             0.84316,             0.81401,              0.8987,             0.77879,            0.008515,           0.0035433,             0.01019,           0.0014416,           0.0014416,           0.0014416
                 116,            0.016218,            0.011303,            0.034039,             0.84404,             0.81529,             0.89971,             0.78018,            0.008506,           0.0035398,            0.010119,           0.0013714,           0.0013714,           0.0013714
                 117,            0.016443,            0.011203,            0.034314,             0.84544,             0.81629,             0.90078,             0.78129,           0.0084968,           0.0035363,            0.010047,           0.0013029,           0.0013029,           0.0013029
                 118,            0.016529,            0.011192,            0.034153,             0.84639,             0.81792,              0.9018,             0.78228,           0.0084865,           0.0035328,            0.009977,            0.001236,            0.001236,            0.001236
                 119,            0.015912,            0.011146,            0.033034,             0.84727,             0.81927,              0.9027,              0.7833,           0.0084759,           0.0035293,           0.0099072,           0.0011707,           0.0011707,           0.0011707
                 120,            0.015912,            0.011121,            0.034141,             0.84856,             0.81998,             0.90362,             0.78443,           0.0084671,           0.0035257,           0.0098368,           0.0011072,           0.0011072,           0.0011072
                 121,            0.015485,            0.011025,            0.033522,             0.85047,             0.82019,             0.90457,             0.78524,           0.0084562,           0.0035222,           0.0097675,           0.0010454,           0.0010454,           0.0010454
                 122,            0.015291,            0.011025,            0.033702,             0.84918,             0.82252,             0.90547,             0.78635,           0.0084476,           0.0035188,           0.0096994,          0.00098531,          0.00098531,          0.00098531
                 123,            0.015786,            0.011129,            0.033651,             0.84936,             0.82486,             0.90641,             0.78726,           0.0084376,           0.0035157,           0.0096306,          0.00092704,          0.00092704,          0.00092704
                 124,             0.01511,            0.011102,            0.032459,             0.85019,             0.82522,             0.90729,             0.78819,           0.0084267,           0.0035123,           0.0095634,          0.00087058,          0.00087058,          0.00087058
                 125,            0.015491,            0.011176,            0.033763,             0.85142,             0.82622,             0.90823,             0.78925,           0.0084174,            0.003509,           0.0094952,          0.00081595,          0.00081595,          0.00081595
                 126,            0.015162,            0.010966,            0.033535,              0.8514,             0.82767,             0.90912,             0.79024,           0.0084077,           0.0035057,           0.0094295,          0.00076317,          0.00076317,          0.00076317
                 127,            0.015136,            0.010973,            0.032171,              0.8522,             0.82889,                0.91,             0.79113,           0.0083984,           0.0035024,           0.0093622,          0.00071228,          0.00071228,          0.00071228
                 128,            0.014707,            0.010966,            0.032263,             0.85348,              0.8292,             0.91094,             0.79234,           0.0083884,           0.0034993,            0.009295,          0.00066329,          0.00066329,          0.00066329
                 129,            0.014673,            0.011069,            0.032192,             0.85512,             0.82993,             0.91175,             0.79337,           0.0083791,           0.0034959,           0.0092285,          0.00061623,          0.00061623,          0.00061623
